40      26287.9
80      26088
120     24409.5
200     23526.2
240     23228.7
320     22712.9
440     21741.4
480     21433
520     21197.9
560     19623.8
600     19313.1
640     18736.1
8440    18610.6
8520    18389.3
26320   18066
58000   17919.8
72640   17704.8
80640   17637.1

