100     22400.4
200     22266.3
300     20587.1
400     19997.7
600     19897.6
800     19298.6
1000    18115.6
2800    16635.5
4100    16488.1
7500    16332.6
9200    16234
9600    15929.6
10000   15844.8
11100   15680.2
11300   15158.5
11400   15155.8
11900   14560.2
12500   14558.7
12900   13789.8
13700   13486.5
14600   13478.5
15000   13323.4
15100   13179.7
15400   13158.7

